site_no,Year,ROCK_NAME,ROCK_TYPE,AQ_NAME,AQ_CODE
USGS-375954097363802,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375954097363804,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375954097363805,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375954097363806,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375954097363807,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375954097363808,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375958097300001,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375958097364601,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375958097364602,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375959097344201,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-375959097344202,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380027075410802,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-380028097311002,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380042097363701,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380050097363604,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380051097335601,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380052097335701,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380053097335101,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380053097335102,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380056097363801,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380130097385001,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380142097363702,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380143097344201,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380145097363604,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380148097363801,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380228097363801,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380235097364004,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380241097363801,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380323097363801,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380329097363706,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-380336097363701,2009,Unconsolidated sand and gravel aquifers,100,High Plains aquifer,107
USGS-381526078500601,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-381543075273801,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-381543075273802,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-382014079052701,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-383308075382301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-383453089545001,2009,NA,999,Other rocks,999
USGS-383514077242601,2009,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-383645078452101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-383944077184901,2009,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-383947122285501,2009,NA,999,Other rocks,999
USGS-384058090010601,2009,NA,999,Other rocks,999
USGS-384418075231101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-384422090420701,2009,Sandstone and carbonate-rock aquifers,500,Mississippian aquifers,503
USGS-384545122362601,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-384556078385101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-384656089582001,2009,NA,999,Other rocks,999
USGS-384734090384801,2009,Sandstone and carbonate-rock aquifers,500,Mississippian aquifers,503
USGS-385311077215001,2009,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-385637122505401,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-385735089513901,2009,NA,999,Other rocks,999
USGS-385817123061801,2009,NA,999,Other rocks,999
USGS-385852122503901,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-385852123420501,2009,NA,999,Other rocks,999
USGS-385930077215901,2009,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-385935122520401,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-385951122523301,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-390048123222701,2009,NA,999,Other rocks,999
USGS-390309122413901,2009,NA,999,Other rocks,999
USGS-390329123083301,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-390425123091001,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-390528123103802,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-390538077195701,2009,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-390606077022201,2009,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-390643074522501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-390717123093101,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-390756122523901,2009,NA,999,Other rocks,999
USGS-390909123111701,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-391004077132601,2009,Igneous and metamorphic-rock aquifers,600,Piedmont and Blue Ridge crystalline-rock aquifers,611
USGS-391233075433102,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391240075432001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391357074575501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391451123114501,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-391544123133601,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-391717123114601,2009,NA,999,Other rocks,999
USGS-391757123473101,2009,NA,999,Other rocks,999
USGS-391927076000301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-391943123070001,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-392057075443601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392210104482901,2009,Sandstone aquifers,300,Denver Basin aquifer system,302
USGS-392305122332301,2009,NA,999,Other rocks,999
USGS-392412123191701,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-392418123481701,2009,NA,999,Other rocks,999
USGS-392435075072801,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392558075051901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392605122561301,2009,NA,999,Other rocks,999
USGS-392637122570901,2009,NA,999,Other rocks,999
USGS-392715075173101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392756084300900,2009,NA,999,Other rocks,999
USGS-392756084330100,2009,NA,999,Other rocks,999
USGS-392811075023601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392816075012101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392820075122601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392820075144301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392830123474501,2009,NA,999,Other rocks,999
USGS-392850075010301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392853075005801,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392920075011901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-392957075001901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393003104450001,2009,Sandstone aquifers,300,Denver Basin aquifer system,302
USGS-393050074412501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393104075122201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393108077561101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-393119086154101,2009,NA,999,Other rocks,999
USGS-393210077392901,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-393223085534001,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-393254075012101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393300075011301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393301074591601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393302075041501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393313075254101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393408104544001,2009,Sandstone aquifers,300,Denver Basin aquifer system,302
USGS-393413075141901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393421084003300,2009,NA,999,Other rocks,999
USGS-393455084180600,2009,NA,999,Other rocks,999
USGS-393532075101201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393610075250001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393712075121201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393738075221401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393742104453801,2009,Sandstone aquifers,300,Denver Basin aquifer system,302
USGS-393815077353001,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-393818075132401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-393846104465601,2009,Sandstone aquifers,300,Denver Basin aquifer system,302
USGS-393918123283301,2009,NA,999,Other rocks,999
USGS-393940074534201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394024075234701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394026075050401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394032085543101,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-394058074592501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394118123291701,2009,NA,999,Other rocks,999
USGS-394200075013901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394204075012901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394217075003901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394219074594401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394225074580701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394233074574401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394233075045402,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394248074571001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394253074550201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394255075030401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394256075101001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394259074583601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394321075015701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394327075021001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394332074574001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394340075012701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394342075040301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394358075012002,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394446075031001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394532074575601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394538074581601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394604075003601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394604123123001,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-394639074590102,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394644074585401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-394700123125301,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-394855123144801,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-394918084100100,2009,NA,999,Other rocks,999
USGS-394939074414701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395159086171501,2009,NA,999,Other rocks,999
USGS-395248084491600,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-395532074504701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395618074223501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395638074432501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395643074295201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395706084035400,2009,NA,999,Other rocks,999
USGS-395713085202901,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-395815074442101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395836074542701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-395849083494501,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-400009088484601,2009,NA,999,Other rocks,999
USGS-400057088550101,2009,NA,999,Other rocks,999
USGS-400202074461301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-400320084402400,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-400356085562101,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-400409083464500,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-400456076065701,2009,Carbonate-rock aquifers,400,Piedmont and Blue Ridge carbonate-rock aquifers,417
USGS-400514077274501,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-400525074314101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-400533074405101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-400805088531501,2009,NA,999,Other rocks,999
USGS-400835077171701,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge aquifers,502
USGS-400853077230101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-400937077094201,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge aquifers,502
USGS-400942077041201,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-400954075354501,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-401011077061401,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401125077195801,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401246088585101,2009,NA,999,Other rocks,999
USGS-401303078214401,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401405075275101,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-401525078213801,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401713076221901,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401723078195701,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401724078195801,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401738078171801,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401738078194301,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401750076274601,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401808078202201,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-401829074513301,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-401945076214101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-402029088172001,2009,Carbonate-rock aquifers,400,Silurian-Devonian aquifers,410
USGS-402337075290001,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-402555075114701,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-402623078113401,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-403003075000001,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403008111583302,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403026111565701,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403118111591201,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403233124040801,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-403325074091801,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403326074091801,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403337074093401,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403337074093501,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403339074101301,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403358124063701,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-403402074090701,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403410074084101,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403416124084901,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-403426073583201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403427073583301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403436074055501,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403438078154901,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-403444073575601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403511073450901,2009,NA,NA,NA,NA
USGS-403513074055701,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403515124150301,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-403530073340301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403544111540401,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403544124131501,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-403554111502301,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403614124104201,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-403615074043301,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403633073454501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403643074013101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403702077413101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-403706077432801,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-403709073584101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403732073443402,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403732073573701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403735074071401,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403740111483401,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403742111503201,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403755073565201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403758111485801,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403815073580001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403824073565601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403825124123301,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-403827074060101,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-403837111503301,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403845073475701,2009,NA,NA,NA,NA
USGS-403845073475702,2009,NA,NA,NA,NA
USGS-403932073482901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403932073482902,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403939073472801,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403939073472802,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403939073542902,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403940073443501,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403958073445802,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-403958111522301,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-403959111551901,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-404016073500601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404019073384601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404022073495701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404025073463801,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404025073515102,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404026073472102,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404028111543801,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-404029111501801,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-404052073515201,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404102111551101,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-404112073500901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404120124122601,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-404136073584001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404138073535101,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404138073535102,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404142078012101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
USGS-404152073511303,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404206073564601,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404218073493301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404232073524401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404247111511501,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-404249112030501,2009,Unconsolidated sand and gravel aquifers,100,Basin and Range basin-fill aquifers,101
USGS-404254073520001,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404324073535901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404337073540301,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404402073520901,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404415073465701,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404416073491803,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404421124104101,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-404424074002301,2009,Sandstone aquifers,300,Early Mesozoic basin aquifers,308
USGS-404436124115701,2009,Unconsolidated sand and gravel aquifers,100,California Coastal Basin aquifers,103
USGS-404437073535401,2009,Semiconsolidated sand aquifers,200,Northern Atlantic Coastal Plain aquifer system,205
USGS-404446078045101,2009,Sandstone and carbonate-rock aquifers,500,Valley and Ridge carbonate-rock aquifers,505
